date,company,category,various_applications,aircraft,location
7/27/15,Tom Kilpatrick,"Real Estate, Photo/Film, Utilities/Energy/Infrastructure, Emergency Services",TRUE,"DJI Inspire 1, Model T600",OK
7/27/15,Keith Redlin,"Photo/Film, Construction, Real Estate",FALSE,"Blade 350QX, DJI Inspire 1",MI
7/27/15,New Legacy Productions,"Photo/Film, Construction, Real Estate",FALSE,DJI Phantom 2 Vision+,CA
7/27/15,KEO Drone Survey Systems,Photo/Film,FALSE,DJI Phantom 2 Vision+,FL
7/27/15,Jeffrey W Bopp,Photo/Film,FALSE,DJI Phantom 2 Vision+,SC
7/27/15,Nikolaos K Louvros,Photo/Film,FALSE,DJI Phantom 2 Vision+,NY
7/27/15,Avwatch Inc,Government Contracting,FALSE,DJI Phantom 2 Vision,MA
7/27/15,CNN,Photo/Film,FALSE,"3DR Solo, AirRobot AR180, DJI Inspire 1, DJI Phantom 2 Vision, Altus Delta X-8",GA
7/27/15,John Harvey,Photo/Film,FALSE,"DJI Phantom 2, DJI Inspire 1",TX
7/27/15,John West,"Construction, Real Estate, Emergency Services",FALSE,DJI Phantom 3 Professional,NY
7/27/15,Aerial Agronomics LLC,"Agriculture, Utilities/Energy/Infrastructure",FALSE,"3D Robotics RTF X8, Tarot 680Pro",MO
7/27/15,Tippmann Construction,"Construction, Real Estate",FALSE,"DJI Phantom 2 Vision+, DJI Phantom 3",IN
7/27/15,Ryan Rader,"Photo/Film, Agriculture, Utilities/Energy/Infrastructure",FALSE,DJI Phantom 2 Vision+,OK
7/27/15,"Bliss Laboratory of Information, Signals, and Systems",Scientific Studies,FALSE,DJI Spreading Wings S1000,AZ
7/27/15,Chesapeake Aerial Solutions LLC,"Conservation, Scientific Studies, Real Estate, Agriculture",FALSE,DJI Phantom 2,MD
7/27/15,Vertical Vision,Utilities/Energy/Infrastructure,FALSE,DJI Phantom 2 Vision+,LA
7/27/15,EagleÌ¢åÛåªs View Aerial Photography,"Photo/Film, Agriculture",FALSE,DJI Inspire 1,IN
7/27/15,W David Hoffman,"Construction, Real Estate, Photo/Film",FALSE,DJI Phantom 3 Vision+,AZ
7/27/15,Glenn Sanders,"Photo/Film, Agriculture, Utilities/Energy/Infrastructure",FALSE,Yuneec Q500 Typhoon,MS
7/27/15,Arizona Public Service Company,Utilities/Energy/Infrastructure,FALSE,Microdrone MD4-1000,AZ
7/28/15,Michael Rouyre dba Point of View,Construction,FALSE,DJI Inspire 1,TX
7/28/15,Shick Web Design LLC,"Real Estate, Photo/Film",FALSE,DJI Phantom 3,FL
7/28/15,Kuepper Creative,Photo/Film,FALSE,DJI Inspire 1,AK
7/28/15,PicWing Inc,Photo/Film,FALSE,"3DR Iris+, DJI Phantom 2",CA
7/28/15,Strix Imaging LLC,Other,FALSE,Swift Radioplanes Lynx,NV
7/28/15,Space Coast Aerial Surveillance LLC,Photo/Film,FALSE,"Tarot 680 Pro, Tarot 960",FL
7/28/15,Firmatek LLC,Utilities/Energy/Infrastructure,FALSE,Aibotix X6,TX
7/28/15,Chance E Wiggins,"Real Estate, Construction, Education",FALSE,DJI Phantom 2 Vision+,CA
7/28/15,Coldwater Group LLC,Photo/Film,FALSE,"DJI Inspire 1, 3D Robotics Fixed Wing Plane",MT
7/28/15,Jacob N Anderson,"Government Contracting, Agriculture, Utilities/Energy/Infrastructure, Conservation",TRUE,DJI Phantom Vision 2,MI
7/28/15,Matthew A Thomas,"Real Estate, Construction, Education",FALSE,DJI Phantom 3 Professional,HI
7/28/15,Boulder Emergency Squad,Emergency Services,FALSE,DJI S1000,CO
7/28/15,Ocelleye LLC,Construction,FALSE,TBS Discovery Pro,IN
7/28/15,Soundview Aerial Photography,"Agriculture, Real Estate, Photo/Film, Construction, Conservation, Education",TRUE,DJI Inspire 1,WA
7/28/15,Crosswind Films LLC,"Real Estate, Construction, Photo/Film",FALSE,"DJI Phantom 2 Vision+, DJI Inspire 1",AK
7/28/15,Martin Lachance,"Photo/Film, Real Estate",FALSE,"DJI Flamewheel F550, 3D Robotics Iris",NY
7/28/15,HD Mapping LLC,"Photo/Film, Utilities/Energy/Infrastructure, Conservation, Education",TRUE,3D Robotics X8-M,NY
7/28/15,Easy Drive,"Utilities/Energy/Infrastructure, Agriculture",FALSE,Aeryon Skyranger,TX
7/28/15,Martin L Smith,"Construction, Photo/Film, Education",FALSE,DJI Phantom 2,MO
7/28/15,Aerial Real Estate Photography,Real Estate,FALSE,DJI Phantom 2,TX
7/28/15,Bryan Pearson,"Real Estate, Photo/Film",FALSE,DJI Inspire 1,GA
7/28/15,Greyhawk Group LLC dba GooseView Technologies,"Agriculture, Utilities/Energy/Infrastructure, Real Estate, Photo/Film ",TRUE,"3D Robotics IRIS+, 3D Robotics X8+, 3D Robotics Solo",PA
7/28/15,Aerialnomics LLC,"Real Estate, Agriculture, Construction, Photo/Film, Emergency Services",TRUE,"DJI Phantom 2 Vision+, Tarot 680pro",MO
7/28/15,Drew Van Duren,"Real Estate, Scientific Studies",FALSE,DJI Phantom 2 Vision+,CA
7/28/15,Caleb Alan McDow LLC,Real Estate,FALSE,"DJI Phantom 2 Vision+, DJI Inspire 1",FL
7/28/15,Bird's Eye View Photography,Real Estate,FALSE,DJI Phantom 2,CO
7/28/15,Sclera Digital Inc,Photo/Film,FALSE,DJI Inspire 1,CA
7/28/15,Round Top Drones LLC,Photo/Film,FALSE,DJI Phantom 2 Vision+,TX
7/28/15,Skycatch Inc,"Manufacturer, Construction",FALSE,Skycatch,CA
7/28/15,Heli Watch Inc,Photo/Film,FALSE,"DJI Phantom, DJI S900",CA
7/28/15,FP AeroSolutions LLC,"Real Estate, Construction",FALSE,Phantom 2 Vision+,ND
7/28/15,Justin Harvey,"Photo/Film, Conservation, Government Contracting",FALSE,DJI Phantom 3,TX
7/28/15,Marcus Mariner,"Construction, Real Estate",FALSE,"DJI F450, DJI F550",FL
7/28/15,NW Aerial LLC,"Agriculture, Real Estate, Education",FALSE,DJI Phantom 2 Vision+,WA
7/28/15,David Floyd and Associates Surveying and Mapping dba Floyd Surveying,"Construction, Real Estate",FALSE,"DJI Professional S900, DJI Phantom 2",CA
7/28/15,William B Adams,"Education, Photo/Film, Real Estate ",FALSE,DJI Phantom 3,MI
7/29/15,"GeoDrone Robotics, LLC","Photo/Film, Education, Construction",FALSE,DJI Inspire 1,VA
7/29/15,Uneek Perspective,"Photo/Film, Education, Emergency",FALSE,"Yuneec Q500 Typhoon, DJI Inspire 1",IL
7/29/15,"5280 Drone Photography, LLC ","Photo/Film, Education, Emergency, Construction",FALSE, DJI Phantom Vision+,CO
7/29/15,"Wayne Williams Studio, LLC","Photo/Film, Agriculture, Construction",FALSE,DJI Inspire 1,CA
7/29/15,"John Daza, PE","Government Contracting, Agriculture, Scientific Studies, Utilities/Energy/Infrastructure",TRUE,DJI Phantom 2 Vision,NY
7/29/15,"Elevated Media Concepts, Inc.",Photo/Film,FALSE,DJI Inspire 1,MD
7/29/15,Unmanned Services Inc.,"Education, Photo/Film, Utilities/Energy/Infrastructure, Emergency Services, Real Estate, Construction",TRUE,"DJI Phantom 2, DJI Phantom 2 Vision+, DJI S1000",KY
7/29/15,Ben DeHaven,Real Estate,FALSE,DJI Phantom 2,FL
7/29/15,Eye in the Sky Memories,"Real Estate, Education",FALSE,"DJI Phantom 2 Vision+, DJI Phantom 3",TN
7/29/15,Randall Esulto,"Real Estate, Photo/Film, Emergency Services",FALSE,DJI Phantom 2 Vision+,NJ
7/29/15,Brian M. Owens ,"Real Estate, Photo/Film, Emergency Services",FALSE,"Blade 350QX3 AP, DJI Phantom 2 Vision Plus, DJI Inspire",UT
7/29/15,Faris Enterprises LLC dba Eastern Drones,Real Estate,FALSE,Yuneec Q500 Typhoon,CT
7/29/15,"Firestorm Emergency Services, Ltd.",Emergency Services,FALSE,DJI Spreading Wings 1000+,WA
7/29/15,"GeoWing Mapping, Inc","Government Contracting, Agriculture, Scientific Studies, Utilities/Energy/Infrastructure",TRUE,"Altavian Nova F6500, DJI Phantom 2 Vision+, DJI Phantom 3, DJI Inspire 1, DJI Spreading Wings S900, DJI Spreading Wings S1000, DJI Spreading Wings S1000+",CA
7/29/15,Littlebirds VIEW,"Construction, Conservation",FALSE,"Littlebirds VIEW X-10, DJI Inspire 1",NC
7/30/15,Dronenautix LLC,"Real Estate, Construction",FALSE,3D Robotics IRIS+,CA
7/30/15,OConnor Aerial Videos Editing LLC,"Photo/Film, Real Estate",FALSE,"DJI Phantom 2, DJI Phantom 3 Professional",FL
7/30/15,Alaska Channel,"Photo/Film, Real Estate, Construction, Utilities/Energy/Infrastructure",TRUE,DJI S800 EVO,AK
7/30/15,Richard Boyle dba Sky Eye View ,"Photo/Film, Real Estate",FALSE,DJI S1000,PA
7/30/15,Hawk Aerial Solutions ,"Photo/film, Agriculture, Construction, Real Estate",FALSE,"DJI Phantom 2, DJI Inspire 1",CO
7/30/15,Kenny McLean,"Photo/Film, Agriculture, Construction",FALSE,"DJI Inspire 1, DJI Phantom 2 Vision",SC
7/30/15,GPServ Inc,Agriculture,FALSE,"Trimble UX5, Trimble UX5 hp",FL
7/30/15,Eagle Eye Aviation,"Photo/Film, Conservation, Emergency Services",FALSE,DJI Inspire 1,AK
7/30/15,Greenman Pedersen Inc,Utilities/Energy/Infrastructure,FALSE,DJI Phantom 2 Vision+,FL
7/30/15,My Drone Video,Photo/Film,FALSE,"DJI Phantom 2 Vision, Parrot PF 725100 Bebop",OH
7/30/15,Russell Hanson,"Photo/Film, Real Estate, Construction, Utilities/Energy/Infrastructure",TRUE,DJI Phantom 2 Vision+,NY
7/30/15,"GrandView Services, LLC ",Utilities/Energy/Infrastructure,FALSE,3D Robotics Iris+,CA
7/30/15,"Shot From Above, LLC",Photo/Film,FALSE,DJI S1000+,FL
7/31/15,TVP Litigation Support Inc,"Photo/Film, Real Estate",FALSE, DJI Inspire 1,FL
7/31/15,Brandon Arant,"Photo/Film, Agriculture, Construction",FALSE,DJI Phantom 3,CA
7/31/15,Kyle Weller ,"Photo/Film, Agriculture, Construction",FALSE,DJI Phantom 3,NJ
7/31/15,Paul K Grinold,"Real Estate, Photo/Film",FALSE,DJI Phantom 3,NY
7/31/15,Patrick Heaphy,"Photo/Film, Real Estate",FALSE,DJI Inspire 1,NY
7/31/15,Michael Rennels,"Photo/Film, Utilities/Energy/Infrastructure, Real Estate",FALSE,DJI Phantom 2 Plus,OK
7/31/15,Nathan Silsbee,"Photo/Film, Real Estate, Construction",FALSE,DJI Phantom 3,NC
7/31/15,SkyDrone Services LLC,Real Estate,FALSE,DJI Phantom 2 Vision+,FL
7/31/15,Aerial Concepts LLC,Photo/Film,FALSE,SteadiDrone QU4D,OK
7/31/15,Gershwin Thomas Stephen,Real Estate,FALSE,DJI Phantom 2 Vision+,FL
7/31/15,Marcott Studios,"Photo/Film, Real Estate",FALSE,DJI Phantom 3,CT
7/31/15,Jason Manderbach,"Photo/Film, Real Estate",FALSE,DJI Phantom 3,MI
7/31/15,Catherine Maum,Real Estate,FALSE,DJI Phantom 2 Vision+,GA
7/31/15,Airship Imaging LLC,Real Estate,FALSE,"3D Robotics Iris 8+, DJI Phantom 3",AZ
7/31/15,Michael Jay Watson,Real Estate,FALSE,DJI Phantom 2 Vision+,OK
7/31/15,Freeborn Concepts LLC dba RealSkyPics,"Real Estate, Construction, Agriculture",FALSE,"DJI Phantom 2 Vision+, DJI Phantom 3",WA
7/31/15,WesTec Tower Services Inc,"Construction, Utilities/Energy/Infrastructure",FALSE,"DJI Phantom 2 Vision+, DJI S-900, DJI S-1000, DJI Inspire",LA
7/31/15,Aerial Endeavors,Real Estate,FALSE,DJI Phantom 3,MN
7/31/15,GeoStabilization International LLC,Construction,FALSE, DJI Phantom 3,CO
7/31/15,Greenville Drone LLC,Photo/Film,FALSE,DJI Inspire 1,SC
7/31/15,Falcon Aerial Inspections Inc,"Photo/Film, Construction, Real Estate",FALSE,DJI Phantom 2 Vision+,PA
7/31/15,Mike H Lee,"Photo/Film, Construction, Utility/Energy/Infrastructure, Real Estate",FALSE,"DJI Phantom 3, DJI Inspire 1",PA
7/31/15,Trevor Battieste,Real Estate,FALSE,"DJI Phantom 2 Vision+, DJI S900",TX
7/31/15,Birdseye LLC,"Conservation, Emergency Services",FALSE,3D Robotics Iris+,AZ
7/31/15,Consulting Services Incorporated LLC,Construction,FALSE,"DJI Phantom 2 Vision+, DJI Phantom 3 Vision, DJI Inspire 1",KY
8/3/15,WESTEX SKYCAM,"Photo/Film, Real Estate, Utilities/Energy/Infrastructure",FALSE, DJI Phantom 2 Vision+,TX
8/3/15,Aerial Video NorthWest,"Photo/Flm, Real Estate, Utilities/Energy/Infrastructure, Emergency Services",TRUE,DJI Phantom 3 Professional,WA
8/3/15,Dennis Hahn,"Photo/Film, Real Estate, Utilities/Energy/Infrastructure, Emergency Services, Agriculture",TRUE,3D Robotics IRIS+,OR
8/3/15,Texas Unmanned Aerial Systems,"Photo/Film, Real Estate, Utilities/Energy/Infrastructure, Emergency Services, Agriculture, Insurance",TRUE,"Yuneec Electric Aviation Q500 Typhoon, Sensefly eBee, DJI Phantom 2",TX
8/3/15,"Vertical Lift Visuals, LLC","Photo/Film, Real Estate, Construction, Emergency Services",FALSE,"DJI Phantom 2+, DJI Phantom 3",NY
8/3/15,Thayer Entertainment,"Real Estate, Construction",FALSE,DJI Phantom 2 Vision+,MD
8/3/15,"Top Cat Engineering, LLC","Photo/Fil, Agriculture",FALSE,"DJI Flame Wheel F450, DJI Flame Wheel F550",MI
8/3/15,James L. Bryant,"Photo/Film, Real Estate, Construction, Emergency Services",FALSE,Yuneec Typhoon Q500,TN
8/3/15,Curve and Line LLC,"Photo/Film, Real Estate, Construction, Emergency Services, Agriculture",TRUE,DJI Inspire 1,OR
8/3/15,"House Fly, LLC",Real Estate,FALSE,"DJI Inspire 1, DJI Phantom 3",FL
8/3/15,Seagull Aerial LLC,"Photo/Film, Construction, Real Estate, Agriculture",FALSE,"DJI Inspire 1, DJI Phantom 2",CO
8/3/15,"Orlando production, Inc",Photo/Film,FALSE,"DJI Flame Wheel F450, DJI Flame Wheel F550, DJI Inspire, DJI Inspire 1, DJI Inspire 2, DJI M P330z, DJA Matrix, DJI Matrice 100, DJI Phantom, DJI Phantom 1, DJI Phantom 2, DJI Phantom 2+, DJI Phantom 2 Vision, DJI Phantom 2 Vision+, DJI Phantom Vision+, DJI Phantom 3, DJI Phantom FC40, DJI Spreading Wings S900, DJI Spreading Wings S1000, DJI Spreading Wings S1000+, DJI S800, DJI S800 EVO, DJI T600, 3D Robotics Aero-M, 3D Robotics Iris, 3D Robotics IRIS+, 3D Robotics X8, 3D Robotics DIY Quad Kit, 3DRobotics Fixed Wing, 3DRobotics Multirotor, 3DRobotics Quadrotor, 3DR Solo, 3DR Spektre, 3DRobotics Spektre Industrial Multi-Rotor Aerial Vehicle, 3D Robotics Solo, 3DRobotics X8+, 3D Robotics X8-M, 3D Robotics Y6",FL
8/3/15,Flight Ventures Ltd,"Photo/Film, Construction, Real Estate, Agriculture, Emergency Services",TRUE,"DJI Phantom 3, Sensefly Exom, Sensefly eBee, Ag Eagle, Precision Hawk",MN
8/3/15,"Luis Hernandez, Jr","Photo/Film, Construction, Emergency Services",FALSE,DJI Inspire 1,CA
8/3/15,Exclusive Aerial LLC,"Real Estate, Utilities/Energy/Infrastructure",FALSE,DJI Inspire 1,MI
8/3/15,"Aerial Agents, LLC",Construction,FALSE,"DJI S1000+, DJI S900, DJI S800 Evo, DJI Inspire 1, DJI Phantom 2, DJI Phantom 3 Professional",OH
8/3/15,"Ericsson, Inc",Utilities/Energy/Infrastructure,FALSE,DJI Phantom 2 Vision Plus,TX
8/3/15,Genesis Lawn and Landscaping LLC,Photo/Film,FALSE,Yuneec q-500 Typhoon RTF,FL
8/3/15,Michael A. Bailey,Real Estate,FALSE,DJI Phantom 3,MI
8/3/15,JBK Unmanned Systems,"Real Estate, Insurance, Emergency Services",FALSE,"DJI Inspire 1, DJI Phantom 3",FL
8/3/15,Matthew William Lundberg,Real Estate,FALSE,"DJI Phantom 2 Vision+, Phantom 3",IA
8/3/15,J3 Photography,Photo/Film,FALSE,DJI Phantom 3,OH
8/3/15,"8A Pilot Services, LLC","Photo/Film, Agriculture, Construction",FALSE, DJI Inspire 1,FL
8/3/15,Pepper Construction Company,Construction,FALSE,"DJI Phantom 2 Vision+, DJI Inspire 1",NJ
8/3/15,Irwin Malzman,Real Estate,FALSE,"Blade QX350, Yuneec Q500",NV
8/3/15,ReelSkies,"Real Estate, Agriculture",FALSE, DJI Inspire 1,NE
8/3/15,"Galloway Advisors, LLC","Agriculture, Real Estate",FALSE,"DJI S1000 +, DJI Phantom 2 Vision+, DJI Inspire 1",
8/3/15,Aerial Real Estate and Inspection,Real Estate,FALSE,"DJI Inspire 1, DJI Phantom 2 +",AZ
8/3/15,Pharr Properties Westside Drones,Real Estate,FALSE,DJI Phantom 3,TX
8/3/15,"Windy City Drones, LLC","Photo/Film, Agriculture, Utilities/Energy/Infrastructure, Real Estate",TRUE, DJI Phantom 3 Professional,IL
8/3/15,Michael's Drone Photography,Real Estate,FALSE,DJI Inspire 1,AZ
8/3/15,Overshot Photography,Real Estate,FALSE,DJI Phantom 2 Vision+,OR
8/3/15,"Kentucky Windage UAV, LLC",Agriculture,FALSE,AgEagle Robotic Aircraft System,KY
8/4/15,"Keystone Aerial Video, LLC",Photo/Film,FALSE,DJI Phantom 2 Vision,PA
8/4/15,Keith A. Hewes,"Real Estate, Construction",FALSE,"DJI Inspire 1, DJI Phantom 2, DJI Phantom 3, Yuneec Typhoon Q500",FL
8/4/15,Impact Brothers LLC,Photo/Film,FALSE,"DJI Phantom 2, DJI Phantom 3, DJI S1000, DJI Inspire 1",OH
8/4/15,"Aerial Imagery Works, LLC",Photo/Film,FALSE,"Freefly CineStar8, DJI Inspire 1",MI
8/4/15,Robert B. Mincer,"Real Estate, Construction",FALSE,"DJI Phantom 3, DJI Inspire 1",NY
8/4/15,"Utilis Engineering, PA",Utilities/Energy/Infrastructure,FALSE,DJI Inspire 1,NC
8/4/15,AirFrame LLC,"Photo/Film, Real Estate, Construction, Emergency Services, Utilities/Energy/Infrastructure",TRUE,DJI S800 Tarot 680PRO,HI
8/4/15,Coastal Science & Engineering Inc.,"Photo/Film, Real Estate, Construction, Emergency Services, Utilities/Energy/Infrastructure",TRUE,SenseFly eBee,SC
8/4/15,"Onebindingsystems, LLC","Photo/Film, Real Estate, Construction, Emergency Services, Utilities/Energy/Infrastructure",TRUE,DJI Inspire 1,MT
8/4/15,Augs Services,"Real Estate, Construction, Utilities/Energy/Infrastructure",FALSE,"DJI Phantom 3, DJI Phantom 2 Vision+",TX
8/4/15,Adam Paul,"Photo/Film, Agriculture",FALSE,DJI Phantom 2 Vision+,ME
8/4/15,"Parametrix, Inc","Construction, Photo/Film",FALSE,"DJI Phantom 2, SenseFly eBee",WA
8/4/15,"Land Air Beyond Photography, LLC",Real Estate,FALSE,"DJI Phantom 2, DJI Inspire 1",UT
8/4/15,Gerald R Tookes,"Photo/Film, Real Estate",FALSE,"DJI Phantom 2 Vision+, DJI Inspire 1",FL
8/4/15,Jake Shealy Productions,"Photo/Film, Real Estate",FALSE,DJI Phantom 3,GA
8/4/15,GD LLC,"Photo/Film, Construction, Real Estate",FALSE,"DJI Phantom 2 Vision+, DJI Inspire 1",NV
8/4/15,WBNS-TV Inc,Photo/Film,FALSE,DJI Phantom 2,OH
8/4/15,PAJ Telecom,Utilities/Energy/Infrastructure,FALSE,"DJI Inspire 1, DJI S1000",OR
8/4/15,"uMAP, LLC",Utilities/Energy/Infrastructure,FALSE,"DJI Phantom 3, DJI S1000 +, Sensefly eBee, Sensefly eBee RTK",CO
8/4/15,"Airleaf, LLC",Real Estate,FALSE,"DJI Phantom 3 Advanced, DJI Inspire 1",CA
8/4/15,David L. Slack,Photo/Film,FALSE,"DJI Phantom 3, DJI Inspire 1, DJI S900, DJI S1000",CA
8/4/15,Eric A. Harris,"Real Estate, Construction, Utilities/Energy/Infrastructure",FALSE,"DJI Phantom 2 Vision, DJI Phantom 2",UT
8/4/15,Ascend Aerials LLC,"Photo/Film, Utilities/Energy/Infrastructure, Emergency Services",FALSE,"DJI Phantom 1, DJI Phantom 2, DJI Phantom 3, DJI Inspire 1, DJI S900, DJI S 1000, 3DR Solo",GA
8/4/15,D&N Cinematics LLC,Photo/Film,FALSE, DJI Inspire 1,ND
8/4/15,T. Layne Enterprises LLC dba 4 Forks Media Production,"Photo/Film, Real Estate",FALSE, 3D Robotics IRIS+ Professional,PA
8/4/15,G5 Drones,Real Estate,FALSE,DJI Phantom 2 Vision+,FL
8/4/15,Greenside Energy LLC,"Utilities/Energy/Infrastructure, Real Estate, Construction",FALSE,DJI Phantom 2 Vision+,RI
8/4/15,Edge-Wise Productions,"Photo/Film, Real Estate",FALSE,DJI Phantom 3,CA
8/4/15,"DroneForce Studios, LLC",Photo/Film,FALSE,DJI Inspire 1,TX
8/4/15,Randy Harris Photography,Real Estate,FALSE,3D Robotics Solo,WA
8/4/15,"Aerial Vision Chicago, LLC","Real Estate, Photo/Film",FALSE,"DJI Inspire 1, DJI Phantom 3",IL
8/4/15,Brad. G. Beshaw,"Real Estate, Construction",FALSE,"DJI Phantom 2 Vision+, DJI Inspire 1",NY
8/4/15,"Wallace Mountain Designs, LLC dba REFlyBy","Photo/Film, Real Estate, Agriculture, Emergency Services",FALSE,"DJI Phantom 2, DJI Phantom 3, DJI Inspire 1, DJI S900, DJI S1000",OK
8/4/15,Eugene C. Bergman,"Real Estate, Photo/Film",FALSE,"e DJI Phantom 2 Vision+, DJI Inspire 1",FL
8/4/15,"Atlanta Drone Consultants, LLC ",Photo/Film,FALSE,DJI Inspire 1,GA
8/4/15,Douglas Johnson,Real Estate,FALSE,"DJI F550, DJI Phantom Vision 2",CA
8/4/15,Jason Hoffman,Photo/Film,FALSE,DJI Phantom 2 Vision+,TN
8/5/15,Biological & Environmental Consulting LLC,Utilities/Energy/Infrastructure,FALSE,DJI Phantom Vision 2+,NV
8/5/15,From Above RC,"Utilities/Energy/Infrastructure, Photo/Film, Agriculture, Construction",TRUE,"DJI Phantom 2 Vision+, DJI Inspire 1, DJI Spreading Wings S900, DJI Spreading Wings S1000",TX
8/5/15,Multicopter Maui LLC,"Photo/FIlm, Construction, Real Estate",FALSE,DJI Inspire 1,HI
8/5/15,"LTC Air, LLC","Utilities/Energy/Infrastructure, Agriculture",FALSE,"DJI Phantom 3, Aibotix Aibot X6",OR
8/5/15,"Babiyo Enterprises, LLC dba Vivid Aerial Ascent","Photo/Film, Conservation",FALSE, DJI Phantom 2 Vision+,WA
8/5/15,In the Air Imaging,Real Estate,FALSE,DJI Phantom 2 Vision+,AR
8/5/15,Chad B. Daring,Photo/Film,FALSE,DJI Inspire 1,CA
8/5/15,"Archangel Drone Services, LLC","Education, Real Estate, Photo/Film",FALSE,"DJI Phantom, DJI Flamewheel F550, DJI Inspire 1, 3D Robotics Solo, DJI S1000",CA
8/5/15,Eagle Eye Aeronautical Imaging LLC,"Real Estate, Utilities/Energy/Infrastructure, Agriculture",FALSE,"DJI Phantom 2+, DJI Phantom 3, 3D Robotics Solo",WA
8/5/15,"Synergy Productions, Inc","Photo/Film, Real Estate, Construction, Emergency Services, Utilities/Energy/Infrastructure",TRUE,DJI Inspire 1,LA
8/5/15,"C5 Aerial Enterprises, LLC",Photo/Film,FALSE,DJI S800,CO
8/5/15,Amelia Island Images,"Construction, Real Estate",FALSE,DJI Phantom 2 Vision+,FL
8/6/15,NextGen Aerial Photography,Photo/Film,FALSE,"e DJI Phantom 3, 3D Robotics Solo, DJI Inspire 1",OK
8/6/15,"Dragon Avionics, LLC","Agriculture, Real Estate",FALSE,3D Robotics Iris,VA
8/6/15,Visual Aerial Pros,Real Estate,FALSE,"DJI Inspire 1, DJI Phantom 3",FL
8/6/15,"Civil & Environmental Consultants, Inc.","Construction, Utilities/Energy/Infrastructure",FALSE,DJI Phantom 2 Vision,VA
8/6/15,"Unmanned Systems Legal Association, LLC",Photo/Film,FALSE,"DJI Phantom 1, DJI Phantom 2 Vision+, DJI Phantom 3, DJI Inspire 1, DJI Spreading Wings S800, DJI S900, DJI S1000+",TN
8/6/15,"Dark Technologies, LLC",Real Estate,FALSE,3D Robotics Iris +,NV
8/6/15,Electric Head LLC,"Photo/Film, Real Estate, Construction",FALSE, Parrot BeBop,NJ
8/6/15,Elevate Cinema,Photo/Film,FALSE,DJI Inspire 1,PA
8/6/15,XO Innovations,"Photo/Film, Real Estate, Agriculture",FALSE,"DJI Phantom 3, DJI Inspire 1, 3DR Aero-M, DJI Matrice 100",CA
8/6/15,Starnes Aviation LLC,"Photo/Film, Emergency Services, Government Contracting",FALSE,"DJI Inspire 1, Team Black Sheep Discovery Pro, Lumenier QAV500",VA
8/6/15,Foto Pros Studio,Real Estate,FALSE,DJI Phantom 2 Vision+,IA
8/6/15,Caterpillar Inc.,"Photo/Film, Construction, Utilities/Energy/Infrastructure",FALSE,"Trimble UX5, DJI Inspire 1, DJI Phantom, DJI Phantom 2, Parrot Bebop",IL
8/6/15,Mark Paulson,"Agriculture, Real Estate, Construction, Utilities/Energy/Infrastructure",TRUE,"DJI Phantom 2 Vision+, DJI Inspire 1, Sensefly eBee",TX
8/6/15,"CD Aero Services, LLC",Education,FALSE,"DJI Phantom, DJI Spreading Wings S1000+, DJI Inspire 1",WI
8/6/15,Kenneth Williams,"Real Estate, Photo/Film, Utilities/Energy/Infrastructure, Emergency Services",TRUE,Yuneec Q500 Typhoon,TX
8/6/15,Photo Flight LLC,"Real Estate, Photo/Film, Agriculture",FALSE,"DJI Phantom Vision Plus, DJI Inspire 1, BLADE 350 QX3 AP",MI
8/6/15,Samuel Fleischman,Photo/Film,FALSE,Freefly Systems Alta,
8/6/15,"Homeland Surveillance and Electronics, LLC",Manufacturer,FALSE," Leptron Avenger, Leptron RDASS",IL
8/6/15,Aerial Anthropology LLC,Photo/Film,FALSE,"DJI Phantom 1, Inspire 1",OH
8/6/15,RE/MAX Components,Real Estate,FALSE,Blade 350QX,MD
8/6/15,"R.A. Smith National, Inc.","Photo/Film, Utilities/Energy/Infrastructure, Emergency Services",FALSE,"DJI Phantom 2, 3D Robotics X8+",WI
8/6/15,"Ralph J. Boddicker, Jr.","Real Estate, Photo/Film, Emergency Services",FALSE, DJI Phantom 3,IA
8/6/15,Spiros C. Kapatos,"Photo/Film, Agriculture",FALSE,DJI Phantom 3 Professional,NY
8/6/15,Aerial Assistant LLC,Photo/Film,FALSE,DJI Spreading Wings S900,IL
8/6/15,Dacoda J. Bartels,Photo/Film,FALSE,DJI S1000 Premium,LA
8/6/15,"Intelligent Corporate Solutions, LLC","Photo/Film, Real Estate, Construction, Education",FALSE,DJI Inspire 1,PA
8/6/15,"Elevated Perspective, LLC","Agriculture, Real Estate, Construction",FALSE,3D Robotics X-8,MI
8/6/15,"Birds Eye of Big Sky, LLC","Photo/Film, Agriculture, Utilities/Energy/Infrastructure, Real Estate",TRUE,"DJI Phantom 2, DJI Inspire 1, Cinestar-8 MK Heavy Lift",MT
8/6/15,UAV Aviation Services Inc.,Utilities/Energy/Infrastructure,FALSE,"Hawkeye Mk-III, MD4-1000, MD4-3000",PA
8/6/15,Max Jessurun,Photo/Film,FALSE,DJI Inspire 1,FL
8/6/15,Aerial Imaging Systems,Photo/Film,FALSE,DJI Phantom 2 Vision,IL
8/6/15,Image Studios Inc,Photo/Film,FALSE,DJI Phantom 2 Vision Plus,WI
8/6/15,"Unmanned Vehicles Technologies, LLC",Photo/Film,FALSE,DJI S1000 Premium,FL
8/6/15,All American Aerial Drones Inc.,"Photo/Film, Real Estate",FALSE,DJI Phantom 2 Vision+,FL
